user_id,profile_id,profile_label,n_posts,w0,w1,w2,gt_w0,gt_w1,gt_w2,assignment_type,topic_distribution,empirical_topic_distribution
user_0472,surveillance_heavy,Mostly AI mass surveillance,100,0.25623106025860276,0.2118779176019264,0.5318910221394708,0.08,0.17,0.75,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.17, ""ai_mass_surveillance"": 0.75}"
user_0473,balanced,Even across all topics,100,0.36669858877827166,0.31642733467981415,0.31687407654191424,0.29,0.39,0.32,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.29, ""ai_copyright_theft"": 0.39, ""ai_mass_surveillance"": 0.32}"
user_0474,coding_copyright,Split: coding + copyright,100,0.5143481514885232,0.31472510726443903,0.17092674124703777,0.57,0.39,0.04,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.57, ""ai_copyright_theft"": 0.39, ""ai_mass_surveillance"": 0.04}"
user_0475,coding_surveillance,Split: coding + surveillance,100,0.40390513601549183,0.2005551367647862,0.39553972721972197,0.36,0.15,0.49,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.36, ""ai_copyright_theft"": 0.15, ""ai_mass_surveillance"": 0.49}"
user_0476,copyright_surveillance,Split: copyright + surveillance,100,0.27167070404038146,0.36081411413049946,0.36751518182911913,0.11,0.48,0.41,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.41}"
user_0477,coding_heavy,Mostly AI coding innovations,100,0.6571289808000803,0.15434454222619887,0.1885264769737208,0.84,0.06,0.1,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.84, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.1}"
user_0478,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2818371491539367,0.5098111044953361,0.2083517463507274,0.13,0.79,0.08,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.79, ""ai_mass_surveillance"": 0.08}"
user_0479,surveillance_heavy,Mostly AI mass surveillance,100,0.293229246599399,0.17778042377190392,0.528990329628697,0.15,0.1,0.75,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.15, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.75}"
user_0480,balanced,Even across all topics,100,0.38259172392285573,0.28738329290572795,0.3300249831714164,0.32,0.33,0.35,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.32, ""ai_copyright_theft"": 0.33, ""ai_mass_surveillance"": 0.35}"
user_0481,coding_copyright,Split: coding + copyright,100,0.45629394004479085,0.3346349463068671,0.20907111364834202,0.46,0.43,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.46, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.11}"
user_0482,coding_surveillance,Split: coding + surveillance,100,0.4567106618376389,0.17108553813685615,0.37220380002550507,0.46,0.09,0.45,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.46, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.45}"
user_0483,copyright_surveillance,Split: copyright + surveillance,100,0.2875025565683703,0.35582145591082665,0.3566759875208031,0.14,0.47,0.39,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.47, ""ai_mass_surveillance"": 0.39}"
user_0484,coding_heavy,Mostly AI coding innovations,100,0.620130794459284,0.18844203605622148,0.1914271694844946,0.77,0.13,0.1,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.77, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.1}"
user_0485,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2712294692008948,0.5339840757222764,0.1947864550768289,0.11,0.84,0.05,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.84, ""ai_mass_surveillance"": 0.05}"
user_0486,surveillance_heavy,Mostly AI mass surveillance,100,0.26683874021164455,0.18770494637498625,0.5454563134133691,0.1,0.12,0.78,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.78}"
user_0487,balanced,Even across all topics,100,0.39844808949748284,0.27277008126428975,0.32878182923822746,0.35,0.3,0.35,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.35, ""ai_copyright_theft"": 0.3, ""ai_mass_surveillance"": 0.35}"
user_0488,coding_copyright,Split: coding + copyright,100,0.4615916517596523,0.32495359904883825,0.2134547491915094,0.47,0.41,0.12,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.12}"
user_0489,coding_surveillance,Split: coding + surveillance,100,0.46730608526736195,0.15172284362079855,0.38097107111183953,0.48,0.05,0.47,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.48, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.47}"
user_0490,copyright_surveillance,Split: copyright + surveillance,100,0.2823028970400614,0.32702058948179374,0.39067651347814486,0.13,0.41,0.46,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.46}"
user_0491,coding_heavy,Mostly AI coding innovations,100,0.672924063758112,0.16378271413917408,0.16329322210271396,0.87,0.08,0.05,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.87, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.05}"
user_0492,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2554956688594585,0.5004945202548875,0.2440098108856539,0.08,0.77,0.15,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.77, ""ai_mass_surveillance"": 0.15}"
user_0493,surveillance_heavy,Mostly AI mass surveillance,100,0.25626782982855995,0.19744708746927842,0.5462850827021617,0.08,0.14,0.78,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.78}"
user_0494,balanced,Even across all topics,100,0.3930890951660261,0.3065028120767318,0.3004080927572421,0.34,0.37,0.29,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.34, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.29}"
user_0495,coding_copyright,Split: coding + copyright,100,0.44040080490020667,0.36367898808095345,0.19592020701883994,0.43,0.49,0.08,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.43, ""ai_copyright_theft"": 0.49, ""ai_mass_surveillance"": 0.08}"
user_0496,coding_surveillance,Split: coding + surveillance,100,0.4409278354029263,0.1568370895129983,0.40223507508407547,0.43,0.06,0.51,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.43, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.51}"
user_0497,copyright_surveillance,Split: copyright + surveillance,100,0.2558388515123926,0.3658067723501722,0.3783543761374351,0.08,0.49,0.43,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.49, ""ai_mass_surveillance"": 0.43}"
user_0498,coding_heavy,Mostly AI coding innovations,100,0.6623408968517084,0.17833513194434888,0.1593239712039428,0.85,0.11,0.04,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.85, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.04}"
user_0499,copyright_heavy,Mostly AI copyright / theft concerns,100,0.26600529662594774,0.5148037627150088,0.21919094065904335,0.1,0.8,0.1,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}"
user_0500,surveillance_heavy,Mostly AI mass surveillance,100,0.2878947653145804,0.20189260116258073,0.5102126335228389,0.14,0.15,0.71,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.15, ""ai_mass_surveillance"": 0.71}"
user_0501,balanced,Even across all topics,100,0.366759871394867,0.2923759511254008,0.3408641774797321,0.29,0.34,0.37,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.29, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.37}"
user_0502,coding_copyright,Split: coding + copyright,100,0.4826844464325453,0.3247104237037847,0.19260512986366993,0.51,0.41,0.08,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.51, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.08}"
user_0503,coding_surveillance,Split: coding + surveillance,100,0.48307665517875525,0.1707815689555392,0.34614177586570555,0.51,0.09,0.4,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.51, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.4}"
user_0504,copyright_surveillance,Split: copyright + surveillance,100,0.27700518532520013,0.3367019367398225,0.3862928779349773,0.12,0.43,0.45,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.45}"
user_0505,coding_heavy,Mostly AI coding innovations,100,0.6624266925149417,0.14466319496817015,0.1929101125168881,0.85,0.04,0.11,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.85, ""ai_copyright_theft"": 0.04, ""ai_mass_surveillance"": 0.11}"
user_0506,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2607075849110864,0.5244851099730375,0.21480730511587595,0.09,0.82,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.82, ""ai_mass_surveillance"": 0.09}"
user_0507,surveillance_heavy,Mostly AI mass surveillance,100,0.25105591377693204,0.1734564977511284,0.5754875884719396,0.07,0.09,0.84,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.84}"
user_0508,balanced,Even across all topics,100,0.39837455035756825,0.3016317415295858,0.29999370811284587,0.35,0.36,0.29,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.35, ""ai_copyright_theft"": 0.36, ""ai_mass_surveillance"": 0.29}"
user_0509,coding_copyright,Split: coding + copyright,100,0.42458120889553685,0.36386136958974363,0.21155742151471948,0.4,0.49,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.4, ""ai_copyright_theft"": 0.49, ""ai_mass_surveillance"": 0.11}"
user_0510,coding_surveillance,Split: coding + surveillance,100,0.4673183417906808,0.14691256690991591,0.3857690912994033,0.48,0.04,0.48,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.48, ""ai_copyright_theft"": 0.04, ""ai_mass_surveillance"": 0.48}"
user_0511,copyright_surveillance,Split: copyright + surveillance,100,0.27173198665697684,0.336762730576086,0.39150528276693713,0.11,0.43,0.46,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.46}"
user_0512,coding_heavy,Mostly AI coding innovations,100,0.6624144359916226,0.14947347167905278,0.18811209232932458,0.85,0.05,0.1,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.85, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.1}"
user_0513,copyright_heavy,Mostly AI copyright / theft concerns,100,0.27652718091575623,0.5243027284642475,0.19917009061999624,0.12,0.82,0.06,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.82, ""ai_mass_surveillance"": 0.06}"
user_0514,surveillance_heavy,Mostly AI mass surveillance,100,0.26691227935155903,0.15884328610969012,0.5742444345387508,0.1,0.06,0.84,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.84}"
user_0515,balanced,Even across all topics,100,0.3878649225910791,0.2873224990694646,0.3248125783394563,0.33,0.33,0.34,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.33, ""ai_copyright_theft"": 0.33, ""ai_mass_surveillance"": 0.34}"
user_0516,coding_copyright,Split: coding + copyright,100,0.4721503056194178,0.32002173466542894,0.2078279597151532,0.49,0.4,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.4, ""ai_mass_surveillance"": 0.11}"
user_0517,coding_surveillance,Split: coding + surveillance,100,0.4250347002583423,0.18588113128708453,0.3890841684545731,0.4,0.12,0.48,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.4, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.48}"
user_0518,copyright_surveillance,Split: copyright + surveillance,100,0.28746578699841313,0.3702522860434746,0.3422819269581122,0.14,0.5,0.36,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.5, ""ai_mass_surveillance"": 0.36}"
user_0519,coding_heavy,Mostly AI coding innovations,100,0.6306894483190496,0.18351017167281194,0.1858003800081384,0.79,0.12,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.79, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.09}"
user_0520,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2343048220000129,0.5392199092870027,0.22647526871298437,0.04,0.85,0.11,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.04, ""ai_copyright_theft"": 0.85, ""ai_mass_surveillance"": 0.11}"
user_0521,surveillance_heavy,Mostly AI mass surveillance,100,0.27211193887986784,0.18764415253872282,0.5402439085814092,0.11,0.12,0.77,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.77}"
user_0522,balanced,Even across all topics,100,0.37730626873131345,0.2922543634528739,0.3304393678158125,0.31,0.34,0.35,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.31, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.35}"
user_0523,coding_copyright,Split: coding + copyright,100,0.4192712406573564,0.37835299355865515,0.2023757657839885,0.39,0.52,0.09,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.39, ""ai_copyright_theft"": 0.52, ""ai_mass_surveillance"": 0.09}"
user_0524,coding_surveillance,Split: coding + surveillance,100,0.41979827116007623,0.17151109499069989,0.40869063384922394,0.39,0.09,0.52,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.39, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.52}"
user_0525,copyright_surveillance,Split: copyright + surveillance,100,0.25593690369894523,0.3273245586631108,0.41673853763794394,0.08,0.41,0.51,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.51}"
user_0526,coding_heavy,Mostly AI coding innovations,100,0.6201920770758793,0.16439065250180804,0.21541727042231265,0.77,0.08,0.15,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.77, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.15}"
user_0527,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2660543227192241,0.4955626558714781,0.23838302140929787,0.1,0.76,0.14,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.76, ""ai_mass_surveillance"": 0.14}"
user_0528,surveillance_heavy,Mostly AI mass surveillance,100,0.2879683044544948,0.17303094089728463,0.5390007546482206,0.14,0.09,0.77,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.77}"
user_0529,balanced,Even across all topics,100,0.3773920643945471,0.2585824264766952,0.3640255091287577,0.31,0.27,0.42,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.31, ""ai_copyright_theft"": 0.27, ""ai_mass_surveillance"": 0.42}"
user_0530,coding_copyright,Split: coding + copyright,100,0.44568626009174905,0.35880791753380714,0.19550582237444367,0.44,0.48,0.08,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.44, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.08}"
user_0531,coding_surveillance,Split: coding + surveillance,100,0.45138843707613957,0.19038743881665018,0.35822412410721016,0.45,0.13,0.42,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.42}"
user_0532,copyright_surveillance,Split: copyright + surveillance,100,0.25052888327421224,0.3802983963190838,0.36917272040670407,0.07,0.52,0.41,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.52, ""ai_mass_surveillance"": 0.41}"
user_0533,coding_heavy,Mostly AI coding innovations,100,0.6042989419312953,0.19343469427589435,0.20226636379281052,0.74,0.14,0.12,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.74, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.12}"
user_0534,copyright_heavy,Mostly AI copyright / theft concerns,100,0.27129075181749013,0.5099326921678629,0.21877655601464704,0.11,0.79,0.1,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.79, ""ai_mass_surveillance"": 0.1}"
user_0535,surveillance_heavy,Mostly AI mass surveillance,100,0.2615777980667404,0.18295546350036695,0.5554667384328926,0.09,0.11,0.8,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.8}"
user_0536,balanced,Even across all topics,100,0.4194796015537805,0.2965782894736495,0.28394210897257,0.39,0.35,0.26,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.39, ""ai_copyright_theft"": 0.35, ""ai_mass_surveillance"": 0.26}"
user_0537,coding_copyright,Split: coding + copyright,100,0.4985040424372152,0.32452804219499454,0.17696791536779027,0.54,0.41,0.05,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.54, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.05}"
user_0538,coding_surveillance,Split: coding + surveillance,100,0.45144971969273484,0.16633605526223685,0.3822142250450284,0.45,0.08,0.47,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.47}"
user_0539,copyright_surveillance,Split: copyright + surveillance,100,0.27695615923192385,0.3559430435833534,0.3671007971847229,0.12,0.47,0.41,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.47, ""ai_mass_surveillance"": 0.41}"
user_0540,coding_heavy,Mostly AI coding innovations,100,0.6359626469872728,0.18344937783654858,0.18058797517617853,0.8,0.12,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.08}"
user_0541,copyright_heavy,Mostly AI copyright / theft concerns,100,0.23959027719155526,0.5343488387398567,0.2260608840685881,0.05,0.84,0.11,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.05, ""ai_copyright_theft"": 0.84, ""ai_mass_surveillance"": 0.11}"
user_0542,surveillance_heavy,Mostly AI mass surveillance,100,0.2879315348845377,0.1874617710299327,0.5246066940855296,0.14,0.12,0.74,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.74}"
user_0543,balanced,Even across all topics,100,0.4248018263152801,0.27727638879385536,0.29792178489086457,0.4,0.31,0.29,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.4, ""ai_copyright_theft"": 0.31, ""ai_mass_surveillance"": 0.29}"
user_0544,coding_copyright,Split: coding + copyright,100,0.45095945875997245,0.35874712369754375,0.19029341754248377,0.45,0.48,0.07,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.07}"
user_0545,coding_surveillance,Split: coding + surveillance,100,0.41450055944521486,0.1811924422487286,0.4043069983060566,0.38,0.11,0.51,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.51}"
user_0546,copyright_surveillance,Split: copyright + surveillance,100,0.2874903000450513,0.36063173262170933,0.35187796733323945,0.14,0.48,0.38,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.38}"
user_0547,coding_heavy,Mostly AI coding innovations,100,0.6307262178890067,0.16907934154016385,0.2001944405708294,0.79,0.09,0.12,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.79, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.12}"
